=== HIGH CATCH PUSH TRACE: AHMED ===

========================================================================================================================
 TARGET: ACCUMULATION
========================================================================================================================

E0 | Gap #004 | Len:  55 | Result: MISSED
    T+40 | SEQ: 46615 | POS: 41 | [WAITING] | [steal   |spins   |goldSack]
    T+48 | SEQ: 52385 | POS: 51 | [WAITING] | [attack  |attack  |attack  ] <--- MINOR [ATTACK] <--- [ HIGH BET $$$ ]
    T+49 | SEQ: 52386 | POS: 52 | [WAITING] | [coin    |coin    |steal   ] <--- [ HIGH BET $$$ ]
    T+50 | SEQ: 52387 | POS: 53 | [WAITING] | [attack  |attack  |coin    ] <--- [ HIGH BET $$$ ]
    T+51 | SEQ: 52388 | POS: 54 | [WAITING] | [accumula|accumula|coin    ] <--- [ HIGH BET $$$ ]
    T+52 | SEQ: 52389 | POS: 55 | [WAITING] | [shield  |goldSack|goldSack] <--- [ HIGH BET $$$ ]
    T+53 | SEQ: 52390 | POS: 56 | [WAITING] | [coin    |steal   |steal   ] <--- [ HIGH BET $$$ ]
    T+54 | SEQ: 52391 | POS: 57 | [WAITING] | [shield  |shield  |shield  ] <--- MINOR [SHIELD] (CD)
    T+55 | SEQ: 52392 | POS: 58 | [WAITING] | [accumula|accumula|accumula] <--- 🎯 JACKPOT
--------------------------------------------------------------------------------------------------------------

E0 | Gap #062 | Len: 153 | Result: FAIL
    T-05 | SEQ: 52506 | POS:114 | [BASE_100    ] | [shield  |shield  |shield  ] <--- MINOR [SHIELD]
    T-04 | SEQ: 52507 | POS:115 | [BASE_100    ] | [attack  |spins   |goldSack]
    T-03 | SEQ: 52508 | POS:116 | [BASE_100    ] | [coin    |coin    |coin    ]
    T-02 | SEQ: 52509 | POS:117 | [BASE_100    ] | [goldSack|goldSack|goldSack]
    T-01 | SEQ: 52510 | POS:118 | [BASE_100    ] | [attack  |attack  |attack  ] <--- MINOR [ATTACK]
    T+00 | SEQ: 52511 | POS:119 | [BASE_100    ] | [attack  |attack  |attack  ] <--- MINOR [ATTACK] (CD) (REEL DUP!) <--- !!! ENTRY !!!
    T+01 | SEQ: 52512 | POS:120 | [BASE_100    ] | [attack  |coin    |steal   ]
    T+02 | SEQ: 52513 | POS:121 | [BASE_100    ] | [accumula|accumula|coin    ]
    T+03 | SEQ: 52514 | POS:122 | [BASE_100    ] | [attack  |attack  |goldSack]
    T+04 | SEQ: 52515 | POS:123 | [BASE_100    ] | [coin    |coin    |coin    ] <--- [ HIGH BET $$$ ]
    T+05 | SEQ: 52516 | POS:124 | [BASE_100    ] | [spins   |spins   |spins   ] <--- MINOR [SPINS] (CD)
    T+06 | SEQ: 52517 | POS:125 | [BASE_100    ] | [coin    |coin    |steal   ]
    T+07 | SEQ: 52518 | POS:126 | [BASE_100    ] | [coin    |coin    |steal   ] <--- [ HIGH BET $$$ ] (REEL DUP!)
    T+08 | SEQ: 52519 | POS:127 | [BASE_100    ] | [coin    |shield  |shield  ] <--- [ HIGH BET $$$ ]
    T+09 | SEQ: 52520 | POS:128 | [BASE_100    ] | [coin    |coin    |coin    ] <--- [ HIGH BET $$$ ]
    T+10 | SEQ: 52521 | POS:129 | [BASE_100    ] | [coin    |coin    |coin    ] <--- [ HIGH BET $$$ ] (REEL DUP!)
    T+11 | SEQ: 52522 | POS:130 | [BASE_100    ] | [accumula|goldSack|goldSack] <--- [ HIGH BET $$$ ]
    T+12 | SEQ: 52523 | POS:131 | [BASE_100    ] | [attack  |spins   |goldSack] <--- [ HIGH BET $$$ ]
    T+13 | SEQ: 52524 | POS:132 | [BASE_100    ] | [accumula|goldSack|goldSack] <--- [ HIGH BET $$$ ]
    T+14 | SEQ: 52525 | POS:133 | [BASE_100    ] | [accumula|accumula|coin    ] <--- [ HIGH BET $$$ ]
    T+15 | SEQ: 52526 | POS:134 | [BASE_100    ] | [coin    |coin    |steal   ] <--- [ HIGH BET $$$ ]
    T+16 | SEQ: 52527 | POS:135 | [BASE_100    ] | [accumula|goldSack|goldSack] <--- [ HIGH BET $$$ ]
    T+17 | SEQ: 52528 | POS:136 | [BASE_100    ] | [accumula|goldSack|goldSack] <--- [ HIGH BET $$$ ] (REEL DUP!)
    T+18 | SEQ: 52529 | POS:137 | [BASE_100    ] | [attack  |spins   |goldSack] <--- [ HIGH BET $$$ ]
    T+19 | SEQ: 52530 | POS:138 | [BASE_100    ] | [coin    |coin    |steal   ] <--- [ HIGH BET $$$ ]
    T+20 | SEQ: 52531 | POS:139 | [BASE_100    ] | [spins   |spins   |spins   ] <--- MINOR [SPINS] (CD)
    T+21 | SEQ: 52532 | POS:140 | [BASE_100    ] | [attack  |coin    |shield  ]
    T+22 | SEQ: 52533 | POS:141 | [BASE_100    ] | [attack  |spins   |goldSack]
    T+23 | SEQ: 52534 | POS:142 | [BASE_100    ] | [accumula|goldSack|goldSack]
    T+24 | SEQ: 52535 | POS:143 | [BASE_100    ] | [coin    |coin    |steal   ] <--- [ HIGH BET $$$ ]
    T+25 | SEQ: 52536 | POS:144 | [BASE_100    ] | [accumula|goldSack|goldSack] <--- [ HIGH BET $$$ ]
    T+26 | SEQ: 52537 | POS:145 | [BASE_100    ] | [attack  |coin    |steal   ] <--- [ HIGH BET $$$ ]
    T+27 | SEQ: 52538 | POS:146 | [BASE_100    ] | [accumula|goldSack|goldSack] <--- [ HIGH BET $$$ ]
    T+28 | SEQ: 52539 | POS:147 | [BASE_100    ] | [accumula|goldSack|goldSack] <--- [ HIGH BET $$$ ] (REEL DUP!)
    T+29 | SEQ: 52540 | POS:148 | [BASE_100    ] | [attack  |attack  |goldSack] <--- [ HIGH BET $$$ ]
    T+30 | SEQ: 52541 | POS:149 | [BASE_100    ] | [steal   |steal   |steal   ] <--- MINOR [STEAL] (CD)
    T+31 | SEQ: 52542 | POS:150 | [BASE_100    ] | [accumula|goldSack|goldSack]
    T+32 | SEQ: 52543 | POS:151 | [BASE_100    ] | [attack  |attack  |attack  ] <--- MINOR [ATTACK]
    T+33 | SEQ: 52544 | POS:152 | [BASE_100    ] | [attack  |coin    |shield  ]
    T+34 | SEQ: 52545 | POS:153 | [BASE_100    ] | [accumula|accumula|accumula] <--- 🎯 JACKPOT
--------------------------------------------------------------------------------------------------------------

E0 | Gap #063 | Len:  44 | Result: MISSED
    T+29 | SEQ: 52575 | POS: 30 | [WAITING] | [accumula|goldSack|goldSack]
    T+30 | SEQ: 52576 | POS: 31 | [WAITING] | [coin    |coin    |steal   ]
    T+31 | SEQ: 52577 | POS: 32 | [WAITING] | [attack  |spins   |goldSack]
    T+32 | SEQ: 52578 | POS: 33 | [WAITING] | [coin    |coin    |steal   ]
    T+33 | SEQ: 52579 | POS: 34 | [WAITING] | [attack  |coin    |steal   ]
    T+34 | SEQ: 52580 | POS: 35 | [WAITING] | [shield  |goldSack|goldSack]
    T+35 | SEQ: 52581 | POS: 36 | [WAITING] | [attack  |attack  |goldSack]
    T+36 | SEQ: 52582 | POS: 37 | [WAITING] | [accumula|goldSack|goldSack]
    T+37 | SEQ: 52583 | POS: 38 | [WAITING] | [shield  |shield  |shield  ] <--- MINOR [SHIELD]
    T+38 | SEQ: 52584 | POS: 39 | [WAITING] | [shield  |shield  |shield  ] <--- MINOR [SHIELD] (REEL DUP!)
    T+39 | SEQ: 52585 | POS: 40 | [WAITING] | [attack  |coin    |steal   ]
    T+40 | SEQ: 52586 | POS: 41 | [WAITING] | [goldSack|goldSack|goldSack]
    T+41 | SEQ: 52587 | POS: 42 | [WAITING] | [accumula|goldSack|goldSack]
    T+42 | SEQ: 52588 | POS: 43 | [WAITING] | [coin    |coin    |coin    ]
    T+43 | SEQ: 52589 | POS: 44 | [WAITING] | [accumula|accumula|accumula] <--- 🎯 JACKPOT
--------------------------------------------------------------------------------------------------------------

E0 | Gap #064 | Len:  78 | Result: MISSED
    T+63 | SEQ: 52653 | POS: 64 | [WAITING] | [attack  |attack  |attack  ] <--- MINOR [ATTACK] (REEL DUP!)
    T+64 | SEQ: 52654 | POS: 65 | [WAITING] | [coin    |coin    |steal   ]
    T+65 | SEQ: 52655 | POS: 66 | [WAITING] | [attack  |attack  |goldSack]
    T+66 | SEQ: 52656 | POS: 67 | [WAITING] | [coin    |coin    |coin    ]
    T+67 | SEQ: 52657 | POS: 68 | [WAITING] | [accumula|goldSack|goldSack]
    T+68 | SEQ: 52658 | POS: 69 | [WAITING] | [attack  |shield  |goldSack]
    T+69 | SEQ: 52659 | POS: 70 | [WAITING] | [accumula|accumula|coin    ]
    T+70 | SEQ: 52660 | POS: 71 | [WAITING] | [coin    |steal   |spins   ]
    T+71 | SEQ: 52661 | POS: 72 | [WAITING] | [accumula|goldSack|goldSack]
    T+72 | SEQ: 52662 | POS: 73 | [WAITING] | [coin    |coin    |coin    ]
    T+73 | SEQ: 52663 | POS: 74 | [WAITING] | [attack  |shield  |goldSack]
    T+74 | SEQ: 52664 | POS: 75 | [WAITING] | [goldSack|goldSack|goldSack]
    T+75 | SEQ: 52665 | POS: 76 | [WAITING] | [attack  |coin    |coin    ]
    T+76 | SEQ: 52666 | POS: 77 | [WAITING] | [coin    |coin    |steal   ]
    T+77 | SEQ: 52667 | POS: 78 | [WAITING] | [accumula|accumula|accumula] <--- 🎯 JACKPOT
--------------------------------------------------------------------------------------------------------------

E0 | Gap #065 | Len: 140 | Result: FAIL
    T-05 | SEQ: 52764 | POS: 97 | [WAITING] | [accumula|goldSack|goldSack] (REEL DUP!)
    T-04 | SEQ: 52765 | POS: 98 | [WAITING] | [accumula|goldSack|goldSack] (REEL DUP!)
    T-03 | SEQ: 52766 | POS: 99 | [WAITING] | [coin    |coin    |coin    ]
    T-02 | SEQ: 52767 | POS:100 | [BASE_100    ] | [accumula|goldSack|goldSack]
    T-01 | SEQ: 52768 | POS:101 | [BASE_100    ] | [attack  |spins   |goldSack]
    T+00 | SEQ: 52769 | POS:102 | [BASE_100    ] | [attack  |spins   |goldSack] <--- [ HIGH BET $$$ ] (REEL DUP!) <--- !!! ENTRY !!!
    T+01 | SEQ: 52770 | POS:103 | [BASE_100    ] | [coin    |steal   |steal   ] <--- [ HIGH BET $$$ ]
    T+02 | SEQ: 52771 | POS:104 | [BASE_100    ] | [accumula|goldSack|goldSack] <--- [ HIGH BET $$$ ]
    T+03 | SEQ: 52772 | POS:105 | [BASE_100    ] | [coin    |coin    |steal   ] <--- [ HIGH BET $$$ ]
    T+04 | SEQ: 52773 | POS:106 | [BASE_100    ] | [accumula|accumula|attack  ] <--- [ HIGH BET $$$ ]
    T+05 | SEQ: 52774 | POS:107 | [BASE_100    ] | [attack  |spins   |goldSack] <--- [ HIGH BET $$$ ]
    T+06 | SEQ: 52775 | POS:108 | [BASE_100    ] | [accumula|goldSack|goldSack] <--- [ HIGH BET $$$ ]
    T+07 | SEQ: 52776 | POS:109 | [BASE_100    ] | [steal   |spins   |goldSack] <--- [ HIGH BET $$$ ]
    T+08 | SEQ: 52777 | POS:110 | [BASE_100    ] | [coin    |spins   |spins   ] <--- [ HIGH BET $$$ ]
    T+09 | SEQ: 52778 | POS:111 | [BASE_100    ] | [attack  |attack  |attack  ] <--- MINOR [ATTACK] (CD)
    T+10 | SEQ: 52779 | POS:112 | [BASE_100    ] | [attack  |attack  |coin    ]
    T+11 | SEQ: 52780 | POS:113 | [BASE_100    ] | [coin    |coin    |coin    ]
    T+12 | SEQ: 52781 | POS:114 | [BASE_100    ] | [accumula|goldSack|goldSack]
    T+13 | SEQ: 52782 | POS:115 | [BASE_100    ] | [coin    |coin    |coin    ] <--- [ HIGH BET $$$ ]
    T+14 | SEQ: 52783 | POS:116 | [BASE_100    ] | [attack  |spins   |goldSack] <--- [ HIGH BET $$$ ]
    T+15 | SEQ: 52784 | POS:117 | [BASE_100    ] | [coin    |coin    |coin    ] <--- [ HIGH BET $$$ ]
    T+16 | SEQ: 52785 | POS:118 | [BASE_100    ] | [accumula|goldSack|goldSack] <--- [ HIGH BET $$$ ]
    T+17 | SEQ: 52786 | POS:119 | [BASE_100    ] | [accumula|goldSack|goldSack] <--- [ HIGH BET $$$ ] (REEL DUP!)
    T+18 | SEQ: 52787 | POS:120 | [BASE_100    ] | [coin    |coin    |coin    ] <--- [ HIGH BET $$$ ]
    T+19 | SEQ: 52788 | POS:121 | [BASE_100    ] | [attack  |coin    |steal   ] <--- [ HIGH BET $$$ ]
    T+20 | SEQ: 52789 | POS:122 | [BASE_100    ] | [goldSack|goldSack|goldSack] <--- [ HIGH BET $$$ ]
    T+21 | SEQ: 52790 | POS:123 | [BASE_100    ] | [steal   |spins   |goldSack] <--- [ HIGH BET $$$ ]
    T+22 | SEQ: 52791 | POS:124 | [BASE_100    ] | [attack  |attack  |coin    ] <--- [ HIGH BET $$$ ]
    T+23 | SEQ: 52792 | POS:125 | [BASE_100    ] | [steal   |spins   |goldSack] <--- [ HIGH BET $$$ ]
    T+24 | SEQ: 52793 | POS:126 | [BASE_100    ] | [attack  |attack  |attack  ] <--- MINOR [ATTACK] (CD)
    T+25 | SEQ: 52794 | POS:127 | [BASE_100    ] | [accumula|accumula|coin    ]
    T+26 | SEQ: 52795 | POS:128 | [BASE_100    ] | [coin    |coin    |steal   ]
    T+27 | SEQ: 52796 | POS:129 | [BASE_100    ] | [shield  |shield  |shield  ] <--- MINOR [SHIELD]
    T+28 | SEQ: 52797 | POS:130 | [BASE_100    ] | [steal   |steal   |steal   ] <--- MINOR [STEAL] <--- [ HIGH BET $$$ ]
    T+29 | SEQ: 52798 | POS:131 | [BASE_100    ] | [attack  |attack  |attack  ] <--- MINOR [ATTACK] (CD)
    T+30 | SEQ: 52799 | POS:132 | [BASE_100    ] | [goldSack|goldSack|goldSack]
    T+31 | SEQ: 52800 | POS:133 | [BASE_100    ] | [coin    |coin    |steal   ]
    T+32 | SEQ: 52801 | POS:134 | [BASE_100    ] | [shield  |goldSack|goldSack]
    T+33 | SEQ: 52802 | POS:135 | [BASE_100    ] | [coin    |coin    |coin    ] <--- [ HIGH BET $$$ ]
    T+34 | SEQ: 52803 | POS:136 | [BASE_100    ] | [shield  |shield  |shield  ] <--- MINOR [SHIELD] (CD)
    T+35 | SEQ: 52804 | POS:137 | [BASE_100    ] | [goldSack|goldSack|goldSack]
    T+36 | SEQ: 52805 | POS:138 | [BASE_100    ] | [attack  |spins   |goldSack]
    T+37 | SEQ: 52806 | POS:139 | [BASE_100    ] | [steal   |steal   |steal   ] <--- MINOR [STEAL]
    T+38 | SEQ: 52807 | POS:140 | [BASE_100    ] | [accumula|accumula|accumula] <--- 🎯 JACKPOT
--------------------------------------------------------------------------------------------------------------

E0 | Gap #066 | Len: 101 | Result: MISSED
    T+86 | SEQ: 52894 | POS: 87 | [WAITING] | [attack  |spins   |goldSack]
    T+87 | SEQ: 52895 | POS: 88 | [WAITING] | [attack  |spins   |goldSack] (REEL DUP!)
    T+88 | SEQ: 52896 | POS: 89 | [WAITING] | [coin    |coin    |spins   ]
    T+89 | SEQ: 52897 | POS: 90 | [WAITING] | [spins   |spins   |spins   ] <--- MINOR [SPINS]
    T+90 | SEQ: 52898 | POS: 91 | [WAITING] | [attack  |attack  |attack  ] <--- MINOR [ATTACK]
    T+91 | SEQ: 52899 | POS: 92 | [WAITING] | [accumula|accumula|coin    ]
    T+92 | SEQ: 52900 | POS: 93 | [WAITING] | [attack  |steal   |goldSack]
    T+93 | SEQ: 52901 | POS: 94 | [WAITING] | [accumula|goldSack|goldSack]
    T+94 | SEQ: 52902 | POS: 95 | [WAITING] | [accumula|goldSack|goldSack] (REEL DUP!)
    T+95 | SEQ: 52903 | POS: 96 | [WAITING] | [attack  |attack  |attack  ] <--- MINOR [ATTACK]
    T+96 | SEQ: 52904 | POS: 97 | [WAITING] | [steal   |steal   |steal   ] <--- MINOR [STEAL]
    T+97 | SEQ: 52905 | POS: 98 | [WAITING] | [attack  |attack  |attack  ] <--- MINOR [ATTACK]
    T+98 | SEQ: 52906 | POS: 99 | [WAITING] | [coin    |spins   |spins   ]
    T+99 | SEQ: 52907 | POS:100 | [BASE_100    ] | [accumula|accumula|coin    ]
    T+100 | SEQ: 52908 | POS:101 | [BASE_100    ] | [accumula|accumula|accumula] <--- 🎯 JACKPOT
--------------------------------------------------------------------------------------------------------------

E0 | Gap #067 | Len: 140 | Result: FAIL
    T-05 | SEQ: 53015 | POS:107 | [BASE_100    ] | [attack  |attack  |attack  ] <--- MINOR [ATTACK]
    T-04 | SEQ: 53016 | POS:108 | [BASE_100    ] | [attack  |attack  |goldSack]
    T-03 | SEQ: 53017 | POS:109 | [BASE_100    ] | [shield  |shield  |shield  ] <--- MINOR [SHIELD]
    T-02 | SEQ: 53018 | POS:110 | [BASE_100    ] | [attack  |steal   |goldSack]
    T-01 | SEQ: 53019 | POS:111 | [BASE_100    ] | [attack  |attack  |goldSack]
    T+00 | SEQ: 53020 | POS:112 | [BASE_100    ] | [attack  |attack  |goldSack] <--- [ HIGH BET $$$ ] (REEL DUP!) <--- !!! ENTRY !!!
    T+01 | SEQ: 53021 | POS:113 | [BASE_100    ] | [coin    |coin    |spins   ] <--- [ HIGH BET $$$ ]
    T+02 | SEQ: 53022 | POS:114 | [BASE_100    ] | [attack  |steal   |goldSack] <--- [ HIGH BET $$$ ]
    T+03 | SEQ: 53023 | POS:115 | [BASE_100    ] | [attack  |steal   |goldSack] <--- [ HIGH BET $$$ ] (REEL DUP!)
    T+04 | SEQ: 53024 | POS:116 | [BASE_100    ] | [goldSack|goldSack|goldSack] <--- [ HIGH BET $$$ ]
    T+05 | SEQ: 53025 | POS:117 | [BASE_100    ] | [shield  |goldSack|goldSack] <--- [ HIGH BET $$$ ]
    T+06 | SEQ: 53026 | POS:118 | [BASE_100    ] | [coin    |spins   |spins   ] <--- [ HIGH BET $$$ ]
    T+07 | SEQ: 53027 | POS:119 | [BASE_100    ] | [accumula|goldSack|goldSack] <--- [ HIGH BET $$$ ]
    T+08 | SEQ: 53028 | POS:120 | [BASE_100    ] | [coin    |shield  |shield  ] <--- [ HIGH BET $$$ ]
    T+09 | SEQ: 53029 | POS:121 | [BASE_100    ] | [coin    |coin    |coin    ] <--- [ HIGH BET $$$ ]
    T+10 | SEQ: 53030 | POS:122 | [BASE_100    ] | [shield  |shield  |shield  ] <--- MINOR [SHIELD] (CD)
    T+11 | SEQ: 53031 | POS:123 | [BASE_100    ] | [goldSack|goldSack|goldSack]
    T+12 | SEQ: 53032 | POS:124 | [BASE_100    ] | [coin    |spins   |spins   ]
    T+13 | SEQ: 53033 | POS:125 | [BASE_100    ] | [attack  |attack  |goldSack]
    T+14 | SEQ: 53034 | POS:126 | [BASE_100    ] | [attack  |coin    |shield  ] <--- [ HIGH BET $$$ ]
    T+15 | SEQ: 53035 | POS:127 | [BASE_100    ] | [accumula|goldSack|goldSack] <--- [ HIGH BET $$$ ]
    T+16 | SEQ: 53036 | POS:128 | [BASE_100    ] | [coin    |steal   |spins   ] <--- [ HIGH BET $$$ ]
    T+17 | SEQ: 53037 | POS:129 | [BASE_100    ] | [accumula|accumula|coin    ] <--- [ HIGH BET $$$ ]
    T+18 | SEQ: 53038 | POS:130 | [BASE_100    ] | [attack  |coin    |coin    ] <--- [ HIGH BET $$$ ]
    T+19 | SEQ: 53039 | POS:131 | [BASE_100    ] | [accumula|accumula|coin    ] <--- [ HIGH BET $$$ ]
    T+20 | SEQ: 53040 | POS:132 | [BASE_100    ] | [accumula|goldSack|goldSack] <--- [ HIGH BET $$$ ]
    T+21 | SEQ: 53041 | POS:133 | [BASE_100    ] | [coin    |coin    |spins   ] <--- [ HIGH BET $$$ ]
    T+22 | SEQ: 53042 | POS:134 | [BASE_100    ] | [accumula|goldSack|goldSack] <--- [ HIGH BET $$$ ]
    T+23 | SEQ: 53043 | POS:135 | [BASE_100    ] | [attack  |spins   |goldSack] <--- [ HIGH BET $$$ ]
    T+24 | SEQ: 53044 | POS:136 | [BASE_100    ] | [coin    |steal   |steal   ] <--- [ HIGH BET $$$ ]
    T+25 | SEQ: 53045 | POS:137 | [BASE_100    ] | [shield  |shield  |shield  ] <--- MINOR [SHIELD] (CD)
    T+26 | SEQ: 53046 | POS:138 | [BASE_100    ] | [goldSack|goldSack|goldSack]
    T+27 | SEQ: 53047 | POS:139 | [BASE_100    ] | [attack  |coin    |shield  ]
    T+28 | SEQ: 53048 | POS:140 | [BASE_100    ] | [accumula|accumula|accumula] <--- 🎯 JACKPOT
--------------------------------------------------------------------------------------------------------------

E0 | Gap #068 | Len:  37 | Result: MISSED
    T+22 | SEQ: 53071 | POS: 23 | [WAITING] | [goldSack|goldSack|goldSack]
    T+23 | SEQ: 53072 | POS: 24 | [WAITING] | [accumula|goldSack|goldSack]
    T+24 | SEQ: 53073 | POS: 25 | [WAITING] | [accumula|goldSack|goldSack] (REEL DUP!)
    T+25 | SEQ: 53074 | POS: 26 | [WAITING] | [attack  |coin    |coin    ]
    T+26 | SEQ: 53075 | POS: 27 | [WAITING] | [coin    |coin    |coin    ]
    T+27 | SEQ: 53076 | POS: 28 | [WAITING] | [attack  |coin    |coin    ]
    T+28 | SEQ: 53077 | POS: 29 | [WAITING] | [steal   |spins   |goldSack]
    T+29 | SEQ: 53078 | POS: 30 | [WAITING] | [accumula|goldSack|goldSack]
    T+30 | SEQ: 53079 | POS: 31 | [WAITING] | [coin    |spins   |spins   ]
    T+31 | SEQ: 53080 | POS: 32 | [WAITING] | [goldSack|goldSack|goldSack]
    T+32 | SEQ: 53081 | POS: 33 | [WAITING] | [steal   |spins   |goldSack]
    T+33 | SEQ: 53082 | POS: 34 | [WAITING] | [attack  |coin    |shield  ]
    T+34 | SEQ: 53083 | POS: 35 | [WAITING] | [accumula|goldSack|goldSack]
    T+35 | SEQ: 53084 | POS: 36 | [WAITING] | [coin    |coin    |coin    ]
    T+36 | SEQ: 53085 | POS: 37 | [WAITING] | [accumula|accumula|accumula] <--- 🎯 JACKPOT
--------------------------------------------------------------------------------------------------------------

E0 | Gap #069 | Len:  89 | Result: MISSED
    T+74 | SEQ: 53160 | POS: 75 | [WAITING] | [attack  |steal   |goldSack]
    T+75 | SEQ: 53161 | POS: 76 | [WAITING] | [accumula|goldSack|goldSack]
    T+76 | SEQ: 53162 | POS: 77 | [WAITING] | [attack  |attack  |attack  ] <--- MINOR [ATTACK]
    T+77 | SEQ: 53163 | POS: 78 | [WAITING] | [attack  |steal   |goldSack]
    T+78 | SEQ: 53164 | POS: 79 | [WAITING] | [steal   |steal   |steal   ] <--- MINOR [STEAL]
    T+79 | SEQ: 53165 | POS: 80 | [WAITING] | [accumula|accumula|coin    ]
    T+80 | SEQ: 53166 | POS: 81 | [WAITING] | [attack  |steal   |goldSack]
    T+81 | SEQ: 53167 | POS: 82 | [WAITING] | [accumula|accumula|coin    ]
    T+82 | SEQ: 53168 | POS: 83 | [WAITING] | [spins   |spins   |spins   ] <--- MINOR [SPINS]
    T+83 | SEQ: 53169 | POS: 84 | [WAITING] | [accumula|goldSack|goldSack]
    T+84 | SEQ: 53170 | POS: 85 | [WAITING] | [goldSack|goldSack|goldSack]
    T+85 | SEQ: 53171 | POS: 86 | [WAITING] | [coin    |steal   |shield  ]
    T+86 | SEQ: 53172 | POS: 87 | [WAITING] | [coin    |steal   |shield  ] (REEL DUP!)
    T+87 | SEQ: 53173 | POS: 88 | [WAITING] | [attack  |attack  |coin    ]
    T+88 | SEQ: 53174 | POS: 89 | [WAITING] | [accumula|accumula|accumula] <--- 🎯 JACKPOT
--------------------------------------------------------------------------------------------------------------

E0 | Gap #070 | Len: 134 | Result: FAIL
    T-05 | SEQ: 53273 | POS: 99 | [WAITING] | [accumula|accumula|coin    ]
    T-04 | SEQ: 53274 | POS:100 | [BASE_100    ] | [attack  |attack  |attack  ] <--- MINOR [ATTACK]
    T-03 | SEQ: 53275 | POS:101 | [BASE_100    ] | [accumula|goldSack|goldSack]
    T-02 | SEQ: 53276 | POS:102 | [BASE_100    ] | [accumula|accumula|coin    ]
    T-01 | SEQ: 53277 | POS:103 | [BASE_100    ] | [attack  |attack  |attack  ] <--- MINOR [ATTACK]
    T+00 | SEQ: 53278 | POS:104 | [BASE_100    ] | [attack  |attack  |attack  ] <--- MINOR [ATTACK] (CD) (REEL DUP!) <--- !!! ENTRY !!!
    T+01 | SEQ: 53279 | POS:105 | [BASE_100    ] | [coin    |coin    |coin    ]
    T+02 | SEQ: 53280 | POS:106 | [BASE_100    ] | [shield  |shield  |shield  ] <--- MINOR [SHIELD]
    T+03 | SEQ: 53281 | POS:107 | [BASE_100    ] | [accumula|goldSack|goldSack]
    T+04 | SEQ: 53282 | POS:108 | [BASE_100    ] | [attack  |attack  |goldSack] <--- [ HIGH BET $$$ ]
    T+05 | SEQ: 53283 | POS:109 | [BASE_100    ] | [attack  |spins   |goldSack] <--- [ HIGH BET $$$ ]
    T+06 | SEQ: 53284 | POS:110 | [BASE_100    ] | [goldSack|goldSack|goldSack] <--- [ HIGH BET $$$ ]
    T+07 | SEQ: 53285 | POS:111 | [BASE_100    ] | [accumula|goldSack|goldSack] <--- [ HIGH BET $$$ ]
    T+08 | SEQ: 53286 | POS:112 | [BASE_100    ] | [coin    |steal   |steal   ] <--- [ HIGH BET $$$ ]
    T+09 | SEQ: 53287 | POS:113 | [BASE_100    ] | [shield  |shield  |shield  ] <--- MINOR [SHIELD] (CD)
    T+10 | SEQ: 53288 | POS:114 | [BASE_100    ] | [accumula|goldSack|goldSack]
    T+11 | SEQ: 53289 | POS:115 | [BASE_100    ] | [attack  |spins   |goldSack]
    T+12 | SEQ: 53290 | POS:116 | [BASE_100    ] | [spins   |spins   |spins   ] <--- MINOR [SPINS]
    T+13 | SEQ: 53291 | POS:117 | [BASE_100    ] | [attack  |attack  |goldSack] <--- [ HIGH BET $$$ ]
    T+14 | SEQ: 53292 | POS:118 | [BASE_100    ] | [coin    |coin    |coin    ] <--- [ HIGH BET $$$ ]
    T+15 | SEQ: 53293 | POS:119 | [BASE_100    ] | [attack  |attack  |attack  ] <--- MINOR [ATTACK] (CD)
    T+16 | SEQ: 53294 | POS:120 | [BASE_100    ] | [attack  |coin    |steal   ]
    T+17 | SEQ: 53295 | POS:121 | [BASE_100    ] | [coin    |spins   |spins   ]
    T+18 | SEQ: 53296 | POS:122 | [BASE_100    ] | [coin    |coin    |steal   ]
    T+19 | SEQ: 53297 | POS:123 | [BASE_100    ] | [accumula|goldSack|goldSack] <--- [ HIGH BET $$$ ]
    T+20 | SEQ: 53298 | POS:124 | [BASE_100    ] | [attack  |coin    |shield  ] <--- [ HIGH BET $$$ ]
    T+21 | SEQ: 53299 | POS:125 | [BASE_100    ] | [coin    |coin    |steal   ] <--- [ HIGH BET $$$ ]
    T+22 | SEQ: 53300 | POS:126 | [BASE_100    ] | [attack  |attack  |goldSack] <--- [ HIGH BET $$$ ]
    T+23 | SEQ: 53301 | POS:127 | [BASE_100    ] | [coin    |steal   |steal   ] <--- [ HIGH BET $$$ ]
    T+24 | SEQ: 53302 | POS:128 | [BASE_100    ] | [steal   |steal   |steal   ] <--- MINOR [STEAL] (CD)
    T+25 | SEQ: 53303 | POS:129 | [BASE_100    ] | [attack  |attack  |goldSack]
    T+26 | SEQ: 53304 | POS:130 | [BASE_100    ] | [steal   |steal   |steal   ] <--- MINOR [STEAL]
    T+27 | SEQ: 53305 | POS:131 | [BASE_100    ] | [coin    |coin    |steal   ]
    T+28 | SEQ: 53306 | POS:132 | [BASE_100    ] | [accumula|goldSack|goldSack] <--- [ HIGH BET $$$ ]
    T+29 | SEQ: 53307 | POS:133 | [BASE_100    ] | [steal   |spins   |goldSack] <--- [ HIGH BET $$$ ]
    T+30 | SEQ: 53308 | POS:134 | [BASE_100    ] | [accumula|accumula|accumula] <--- [ HIGH BET $$$ ] <--- 🎯 JACKPOT
--------------------------------------------------------------------------------------------------------------

