=== MASTER TRACE: AHMED ===
Targets: ACCUMULATION and SPINS

####################################################################################################
 TARGET: ACCUMULATION
####################################################################################################

Gap #003 | CurLen:  11 | Prev1:  29 | Prev2: 132 | Result: MISSED (NAT DUP)
    T-03 | SEQ: 46564 | POS:  1 | [   WAITING  ] | [steal   |steal   |steal   ]

Gap #086 | CurLen:  35 | Prev1: 118 | Prev2:  85 | Result: MISSED (NAT DUP)
    T-05 | SEQ: 54906 | POS: 27 | [   WAITING  ] | [attack  |attack  |coin    ]
    T-04 | SEQ: 54907 | POS: 28 | [   WAITING  ] | [coin    |shield  |shield  ]
    T-03 | SEQ: 54908 | POS: 29 | [   WAITING  ] | [coin    |coin    |coin    ]
    T-02 | SEQ: 54909 | POS: 30 | [   WAITING  ] | [goldSack|goldSack|goldSack]
    T-01 | SEQ: 54910 | POS: 31 | [   WAITING  ] | [attack  |attack  |attack  ]
    T+00 | SEQ: 54911 | POS: 32 | [   WAITING  ] | [attack  |attack  |attack  ] <--- *NATURAL SIGNAL*
    T+01 | SEQ: 54912 | POS: 33 | [   WAITING  ] | [steal   |spins   |goldSack]
    T+02 | SEQ: 54913 | POS: 34 | [   WAITING  ] | [steal   |spins   |goldSack]
    T+03 | SEQ: 54914 | POS: 35 | [   WAITING  ] | [accumula|accumula|accumula] <--- 🎯 JACKPOT 🎯
--------------------------------------------------------------------------------------------------------------------------------------------

Gap #087 | CurLen: 157 | Prev1:  35 | Prev2: 118 | Result: LATE HIT
    T-16 | SEQ: 55021 | POS:107 | [   WAITING  ] | [steal   |spins   |goldSack]
    T-15 | SEQ: 55022 | POS:108 | [   WAITING  ] | [accumula|goldSack|goldSack]
    T-14 | SEQ: 55023 | POS:109 | [   WAITING  ] | [attack  |attack  |coin    ]
    T-13 | SEQ: 55024 | POS:110 | [R01_COMBO   ] | [accumula|goldSack|goldSack]
    T-12 | SEQ: 55025 | POS:111 | [R01_COMBO   ] | [coin    |steal   |shield  ]
    T-11 | SEQ: 55026 | POS:112 | [R01_COMBO   ] | [coin    |coin    |coin    ]
    T-10 | SEQ: 55027 | POS:113 | [R01_COMBO   ] | [steal   |spins   |goldSack]
    T-09 | SEQ: 55028 | POS:114 | [R01_COMBO   ] | [accumula|goldSack|goldSack]
    T-08 | SEQ: 55029 | POS:115 | [R01_COMBO   ] | [accumula|accumula|attack  ]
    T-07 | SEQ: 55030 | POS:116 | [R01_COMBO   ] | [steal   |spins   |goldSack]
    T-06 | SEQ: 55031 | POS:117 | [R01_COMBO   ] | [accumula|goldSack|goldSack]
    T-05 | SEQ: 55032 | POS:118 | [R01_COMBO   ] | [goldSack|goldSack|goldSack]
    T-04 | SEQ: 55033 | POS:119 | [R01_COMBO   ] | [attack  |coin    |coin    ]
    T-03 | SEQ: 55034 | POS:120 | [R01_COMBO   ] | [steal   |spins   |goldSack]
    T-02 | SEQ: 55035 | POS:121 | [R01_COMBO   ] | [accumula|accumula|coin    ]
    T-01 | SEQ: 55036 | POS:122 | [R01_COMBO   ] | [steal   |spins   |goldSack]
    T+00 | SEQ: 55037 | POS:123 | [R01_COMBO   ] | [steal   |spins   |goldSack] <--- !!! SNIPER-TRIGGER !!!
    T+01 | SEQ: 55038 | POS:124 | [R01_COMBO   ] | [accumula|goldSack|goldSack]
    T+02 | SEQ: 55039 | POS:125 | [R01_COMBO   ] | [coin    |steal   |steal   ]
    T+03 | SEQ: 55040 | POS:126 | [R01_COMBO   ] | [steal   |spins   |goldSack]
    T+04 | SEQ: 55041 | POS:127 | [R01_COMBO   ] | [spins   |spins   |spins   ] <--- MINOR [SPINS]
    T+05 | SEQ: 55042 | POS:128 | [R01_COMBO   ] | [steal   |steal   |steal   ] <--- MINOR [STEAL]
    T+06 | SEQ: 55043 | POS:129 | [R01_COMBO   ] | [accumula|goldSack|goldSack]
    T+07 | SEQ: 55044 | POS:130 | [V5_STEAL_M  ] | [accumula|accumula|coin    ]
    T+08 | SEQ: 55045 | POS:131 | [V5_STEAL_M  ] | [coin    |coin    |coin    ]
    T+09 | SEQ: 55046 | POS:132 | [V5_STEAL_M  ] | [attack  |attack  |attack  ] <--- MINOR [ATTACK]
    T+10 | SEQ: 55047 | POS:133 | [V5_STEAL_M  ] | [steal   |spins   |goldSack]
    T+11 | SEQ: 55048 | POS:134 | [V5_STEAL_M  ] | [coin    |coin    |coin    ]
    T+12 | SEQ: 55049 | POS:135 | [V5_STEAL_M  ] | [shield  |shield  |shield  ] <--- MINOR [SHIELD]
    T+13 | SEQ: 55050 | POS:136 | [V5_STEAL_M  ] | [coin    |spins   |spins   ]
    T+14 | SEQ: 55051 | POS:137 | [V5_STEAL_M  ] | [coin    |steal   |steal   ]
    T+15 | SEQ: 55052 | POS:138 | [V5_STEAL_M  ] | [steal   |spins   |goldSack]
    T+16 | SEQ: 55053 | POS:139 | [V5_STEAL_M  ] | [accumula|goldSack|goldSack]
    T+17 | SEQ: 55054 | POS:140 | [V5_STEAL_M  ] | [goldSack|goldSack|goldSack]
    T+18 | SEQ: 55055 | POS:141 | [V5_STEAL_M  ] | [steal   |spins   |goldSack]
    T+19 | SEQ: 55056 | POS:142 | [V5_STEAL_M  ] | [attack  |attack  |coin    ]
    T+20 | SEQ: 55057 | POS:143 | [V5_STEAL_M  ] | [accumula|goldSack|goldSack]
    T+21 | SEQ: 55058 | POS:144 | [V5_STEAL_M  ] | [goldSack|goldSack|goldSack]
    T+22 | SEQ: 55059 | POS:145 | [V5_STEAL_M  ] | [attack  |coin    |coin    ]
    T+23 | SEQ: 55060 | POS:146 | [V5_STEAL_M  ] | [attack  |shield  |goldSack]
    T+24 | SEQ: 55061 | POS:147 | [V5_STEAL_M  ] | [goldSack|goldSack|goldSack]
    T+25 | SEQ: 55062 | POS:148 | [V5_STEAL_M  ] | [attack  |attack  |coin    ]
    T+26 | SEQ: 55063 | POS:149 | [V5_STEAL_M  ] | [attack  |attack  |attack  ] <--- MINOR [ATTACK]
    T+27 | SEQ: 55064 | POS:150 | [V5_STEAL_M  ] | [shield  |shield  |shield  ] <--- MINOR [SHIELD]
    T+28 | SEQ: 55065 | POS:151 | [V5_STEAL_M  ] | [accumula|accumula|coin    ]
    T+29 | SEQ: 55066 | POS:152 | [V5_STEAL_M  ] | [attack  |coin    |shield  ]
    T+30 | SEQ: 55067 | POS:153 | [V5_STEAL_M  ] | [coin    |coin    |coin    ]
    T+31 | SEQ: 55068 | POS:154 | [V5_STEAL_M  ] | [steal   |steal   |steal   ] <--- MINOR [STEAL]
    T+32 | SEQ: 55069 | POS:155 | [V5_STEAL_M  ] | [attack  |shield  |goldSack]
    T+33 | SEQ: 55070 | POS:156 | [V5_STEAL_M  ] | [attack  |coin    |coin    ]
    T+34 | SEQ: 55071 | POS:157 | [V5_STEAL_M  ] | [accumula|accumula|accumula] <--- 🎯 JACKPOT 🎯
--------------------------------------------------------------------------------------------------------------------------------------------

Gap #088 | CurLen:  25 | Prev1: 157 | Prev2:  35 | Result: MISSED (NAT DUP)
    T-05 | SEQ: 55085 | POS: 14 | [   WAITING  ] | [accumula|goldSack|goldSack]
    T-04 | SEQ: 55086 | POS: 15 | [   WAITING  ] | [accumula|accumula|coin    ]
    T-03 | SEQ: 55087 | POS: 16 | [   WAITING  ] | [accumula|goldSack|goldSack]
    T-02 | SEQ: 55088 | POS: 17 | [   WAITING  ] | [goldSack|goldSack|goldSack]
    T-01 | SEQ: 55089 | POS: 18 | [   WAITING  ] | [attack  |spins   |goldSack]
    T+00 | SEQ: 55090 | POS: 19 | [   WAITING  ] | [attack  |spins   |goldSack] <--- *NATURAL SIGNAL*
    T+01 | SEQ: 55091 | POS: 20 | [   WAITING  ] | [coin    |spins   |spins   ]
    T+02 | SEQ: 55092 | POS: 21 | [   WAITING  ] | [coin    |coin    |coin    ]
    T+03 | SEQ: 55093 | POS: 22 | [   WAITING  ] | [attack  |attack  |attack  ]
    T+04 | SEQ: 55094 | POS: 23 | [   WAITING  ] | [coin    |coin    |steal   ]
    T+05 | SEQ: 55095 | POS: 24 | [   WAITING  ] | [attack  |attack  |attack  ]
    T+06 | SEQ: 55096 | POS: 25 | [   WAITING  ] | [accumula|accumula|accumula] <--- 🎯 JACKPOT 🎯
--------------------------------------------------------------------------------------------------------------------------------------------

Gap #089 | CurLen: 133 | Prev1:  25 | Prev2: 157 | Result: MISSED (NAT DUP)
    T-10 | SEQ: 55203 | POS:107 | [   WAITING  ] | [coin    |coin    |spins   ]
    T-09 | SEQ: 55204 | POS:108 | [   WAITING  ] | [spins   |spins   |spins   ]
    T-08 | SEQ: 55205 | POS:109 | [   WAITING  ] | [goldSack|goldSack|goldSack]
    T-07 | SEQ: 55206 | POS:110 | [R01_COMBO   ] | [accumula|goldSack|goldSack]
    T-06 | SEQ: 55207 | POS:111 | [R01_COMBO   ] | [goldSack|goldSack|goldSack]
    T-05 | SEQ: 55208 | POS:112 | [R01_COMBO   ] | [attack  |spins   |goldSack]
    T-04 | SEQ: 55209 | POS:113 | [R01_COMBO   ] | [coin    |steal   |spins   ]
    T-03 | SEQ: 55210 | POS:114 | [R01_COMBO   ] | [attack  |spins   |goldSack]
    T-02 | SEQ: 55211 | POS:115 | [R01_COMBO   ] | [accumula|goldSack|goldSack]
    T-01 | SEQ: 55212 | POS:116 | [R01_COMBO   ] | [coin    |coin    |coin    ]
    T+00 | SEQ: 55213 | POS:117 | [R01_COMBO   ] | [coin    |coin    |coin    ] <--- !!! SNIPER-TRIGGER !!!
    T+01 | SEQ: 55214 | POS:118 | [R01_COMBO   ] | [coin    |coin    |spins   ]
    T+02 | SEQ: 55215 | POS:119 | [R01_COMBO   ] | [coin    |spins   |spins   ]
    T+03 | SEQ: 55216 | POS:120 | [R01_COMBO   ] | [accumula|accumula|coin    ]
    T+04 | SEQ: 55217 | POS:121 | [R01_COMBO   ] | [shield  |shield  |shield  ] <--- MINOR [SHIELD]
    T+05 | SEQ: 55218 | POS:122 | [R01_COMBO   ] | [accumula|goldSack|goldSack]
    T+06 | SEQ: 55219 | POS:123 | [R01_COMBO   ] | [coin    |coin    |spins   ]
    T+07 | SEQ: 55220 | POS:124 | [R01_COMBO   ] | [attack  |attack  |attack  ] <--- MINOR [ATTACK]
    T+08 | SEQ: 55221 | POS:125 | [R01_COMBO   ] | [coin    |steal   |spins   ]
    T+09 | SEQ: 55222 | POS:126 | [R01_COMBO   ] | [accumula|goldSack|goldSack]
    T+10 | SEQ: 55223 | POS:127 | [R01_COMBO   ] | [accumula|goldSack|goldSack] <--- *SUB-DUP*
    T+11 | SEQ: 55224 | POS:128 | [R01_COMBO   ] | [attack  |steal   |goldSack]
    T+12 | SEQ: 55225 | POS:129 | [R01_COMBO   ] | [steal   |steal   |steal   ] <--- MINOR [STEAL]
    T+13 | SEQ: 55226 | POS:130 | [V5_STEAL_M  ] | [attack  |attack  |coin    ]
    T+14 | SEQ: 55227 | POS:131 | [V5_STEAL_M  ] | [shield  |goldSack|goldSack]
    T+15 | SEQ: 55228 | POS:132 | [V5_STEAL_M  ] | [goldSack|goldSack|goldSack]
    T+16 | SEQ: 55229 | POS:133 | [V5_STEAL_M  ] | [accumula|accumula|accumula] <--- 🎯 JACKPOT 🎯
--------------------------------------------------------------------------------------------------------------------------------------------

Gap #091 | CurLen: 260 | Prev1:  86 | Prev2: 133 | Result: LATE HIT
    T-38 | SEQ: 55422 | POS:107 | [   WAITING  ] | [attack  |attack  |attack  ]
    T-37 | SEQ: 55423 | POS:108 | [   WAITING  ] | [goldSack|goldSack|goldSack]
    T-36 | SEQ: 55424 | POS:109 | [   WAITING  ] | [coin    |steal   |steal   ]
    T-35 | SEQ: 55425 | POS:110 | [R01_COMBO   ] | [shield  |shield  |shield  ]
    T-34 | SEQ: 55426 | POS:111 | [   WAITING  ] | [coin    |steal   |spins   ]
    T-33 | SEQ: 55427 | POS:112 | [   WAITING  ] | [steal   |steal   |steal   ]
    T-32 | SEQ: 55428 | POS:113 | [   WAITING  ] | [attack  |attack  |goldSack]
    T-31 | SEQ: 55429 | POS:114 | [   WAITING  ] | [shield  |shield  |shield  ]
    T-30 | SEQ: 55430 | POS:115 | [   WAITING  ] | [attack  |coin    |coin    ]
    T-29 | SEQ: 55431 | POS:116 | [   WAITING  ] | [attack  |steal   |goldSack]
    T-28 | SEQ: 55432 | POS:117 | [   WAITING  ] | [attack  |attack  |attack  ]
    T-27 | SEQ: 55433 | POS:118 | [   WAITING  ] | [shield  |shield  |shield  ]
    T-26 | SEQ: 55434 | POS:119 | [   WAITING  ] | [attack  |coin    |coin    ]
    T-25 | SEQ: 55435 | POS:120 | [   WAITING  ] | [steal   |spins   |goldSack]
    T-24 | SEQ: 55436 | POS:121 | [   WAITING  ] | [coin    |coin    |coin    ]
    T-23 | SEQ: 55437 | POS:122 | [   WAITING  ] | [coin    |steal   |steal   ]
    T-22 | SEQ: 55438 | POS:123 | [   WAITING  ] | [accumula|goldSack|goldSack]
    T-21 | SEQ: 55439 | POS:124 | [   WAITING  ] | [attack  |attack  |attack  ]
    T-20 | SEQ: 55440 | POS:125 | [   WAITING  ] | [coin    |spins   |spins   ]
    T-19 | SEQ: 55441 | POS:126 | [   WAITING  ] | [shield  |goldSack|goldSack]
    T-18 | SEQ: 55442 | POS:127 | [   WAITING  ] | [coin    |steal   |steal   ]
    T-17 | SEQ: 55443 | POS:128 | [   WAITING  ] | [goldSack|goldSack|goldSack]
    T-16 | SEQ: 55444 | POS:129 | [   WAITING  ] | [attack  |coin    |coin    ]
    T-15 | SEQ: 55445 | POS:130 | [   WAITING  ] | [attack  |coin    |coin    ]
    T-14 | SEQ: 55446 | POS:131 | [   WAITING  ] | [attack  |coin    |coin    ]
    T-13 | SEQ: 55447 | POS:132 | [   WAITING  ] | [attack  |attack  |goldSack]
    T-12 | SEQ: 55448 | POS:133 | [   WAITING  ] | [coin    |steal   |steal   ]
    T-11 | SEQ: 55449 | POS:134 | [   WAITING  ] | [accumula|accumula|coin    ]
    T-10 | SEQ: 55450 | POS:135 | [   WAITING  ] | [accumula|accumula|coin    ]
    T-09 | SEQ: 55451 | POS:136 | [   WAITING  ] | [goldSack|goldSack|goldSack]
    T-08 | SEQ: 55452 | POS:137 | [   WAITING  ] | [attack  |coin    |shield  ]
    T-07 | SEQ: 55453 | POS:138 | [   WAITING  ] | [attack  |coin    |coin    ]
    T-06 | SEQ: 55454 | POS:139 | [   WAITING  ] | [goldSack|goldSack|goldSack]
    T-05 | SEQ: 55455 | POS:140 | [   WAITING  ] | [attack  |attack  |goldSack]
    T-04 | SEQ: 55456 | POS:141 | [   WAITING  ] | [coin    |steal   |spins   ]
    T-03 | SEQ: 55457 | POS:142 | [   WAITING  ] | [coin    |coin    |coin    ]
    T-02 | SEQ: 55458 | POS:143 | [   WAITING  ] | [coin    |coin    |coin    ]
    T-01 | SEQ: 55459 | POS:144 | [V5_QUIET    ] | [accumula|goldSack|goldSack]
    T+00 | SEQ: 55460 | POS:145 | [V5_QUIET    ] | [accumula|goldSack|goldSack] <--- !!! SNIPER-TRIGGER !!!
    T+01 | SEQ: 55461 | POS:146 | [V5_QUIET    ] | [coin    |coin    |coin    ]
    T+02 | SEQ: 55462 | POS:147 | [V5_QUIET    ] | [steal   |spins   |goldSack]
    T+03 | SEQ: 55463 | POS:148 | [V5_QUIET    ] | [accumula|goldSack|goldSack]
    T+04 | SEQ: 55464 | POS:149 | [   WAITING  ] | [coin    |shield  |shield  ]
    T+05 | SEQ: 55465 | POS:150 | [   WAITING  ] | [accumula|accumula|coin    ]
    T+06 | SEQ: 55466 | POS:151 | [V5_QUIET    ] | [accumula|goldSack|goldSack]
    T+07 | SEQ: 55467 | POS:152 | [   WAITING  ] | [attack  |spins   |goldSack]
    T+08 | SEQ: 55468 | POS:153 | [R01_COMBO   ] | [accumula|goldSack|goldSack]
    T+09 | SEQ: 55469 | POS:154 | [   WAITING  ] | [attack  |attack  |coin    ]
    T+10 | SEQ: 55470 | POS:155 | [   WAITING  ] | [steal   |spins   |goldSack]
    T+11 | SEQ: 55471 | POS:156 | [   WAITING  ] | [steal   |spins   |goldSack] <--- *SUB-DUP*
    T+12 | SEQ: 55472 | POS:157 | [   WAITING  ] | [attack  |coin    |coin    ]
    T+13 | SEQ: 55473 | POS:158 | [   WAITING  ] | [goldSack|goldSack|goldSack]
    T+14 | SEQ: 55474 | POS:159 | [   WAITING  ] | [attack  |attack  |attack  ] <--- MINOR [ATTACK]
    T+15 | SEQ: 55475 | POS:160 | [DEEP_PITY   ] | [steal   |spins   |goldSack]
    T+16 | SEQ: 55476 | POS:161 | [DEEP_PITY   ] | [attack  |steal   |goldSack]
    T+17 | SEQ: 55477 | POS:162 | [DEEP_PITY   ] | [coin    |coin    |coin    ]
    T+18 | SEQ: 55478 | POS:163 | [DEEP_PITY   ] | [coin    |steal   |steal   ]
    T+19 | SEQ: 55479 | POS:164 | [DEEP_PITY   ] | [steal   |spins   |goldSack]
    T+20 | SEQ: 55480 | POS:165 | [DEEP_PITY   ] | [accumula|goldSack|goldSack]
    T+21 | SEQ: 55481 | POS:166 | [DEEP_PITY   ] | [attack  |attack  |attack  ] <--- MINOR [ATTACK]
    T+22 | SEQ: 55482 | POS:167 | [DEEP_PITY   ] | [accumula|goldSack|goldSack]
    T+23 | SEQ: 55483 | POS:168 | [DEEP_PITY   ] | [goldSack|goldSack|goldSack]
    T+24 | SEQ: 55484 | POS:169 | [DEEP_PITY   ] | [attack  |spins   |goldSack]
    T+25 | SEQ: 55485 | POS:170 | [DEEP_PITY   ] | [accumula|goldSack|goldSack]
    T+26 | SEQ: 55486 | POS:171 | [DEEP_PITY   ] | [accumula|goldSack|goldSack] <--- *SUB-DUP*
    T+27 | SEQ: 55487 | POS:172 | [DEEP_PITY   ] | [coin    |coin    |coin    ]
    T+28 | SEQ: 55488 | POS:173 | [DEEP_PITY   ] | [coin    |coin    |coin    ] <--- *SUB-DUP*
    T+29 | SEQ: 55489 | POS:174 | [V5_QUIET    ] | [attack  |coin    |coin    ]
    T+30 | SEQ: 55490 | POS:175 | [V5_QUIET    ] | [attack  |coin    |coin    ] <--- *SUB-DUP*
    T+31 | SEQ: 55491 | POS:176 | [V5_QUIET    ] | [attack  |coin    |coin    ] <--- *SUB-DUP*
    T+32 | SEQ: 55492 | POS:177 | [V5_QUIET    ] | [steal   |spins   |goldSack]
    T+33 | SEQ: 55493 | POS:178 | [DEEP_PITY   ] | [attack  |attack  |attack  ] <--- MINOR [ATTACK]
    T+34 | SEQ: 55494 | POS:179 | [DEEP_PITY   ] | [accumula|goldSack|goldSack]
    T+35 | SEQ: 55495 | POS:180 | [DEEP_PITY   ] | [attack  |steal   |goldSack]
    T+36 | SEQ: 55496 | POS:181 | [DEEP_PITY   ] | [attack  |attack  |attack  ] <--- MINOR [ATTACK]
    T+37 | SEQ: 55497 | POS:182 | [DEEP_PITY   ] | [accumula|accumula|coin    ]
    T+38 | SEQ: 55498 | POS:183 | [DEEP_PITY   ] | [steal   |spins   |goldSack]
    T+39 | SEQ: 55499 | POS:184 | [DEEP_PITY   ] | [steal   |spins   |goldSack] <--- *SUB-DUP*
    T+40 | SEQ: 55500 | POS:185 | [DEEP_PITY   ] | [coin    |spins   |spins   ]
    T+41 | SEQ: 55501 | POS:186 | [DEEP_PITY   ] | [attack  |attack  |attack  ] <--- MINOR [ATTACK]
    T+42 | SEQ: 55502 | POS:187 | [DEEP_PITY   ] | [accumula|goldSack|goldSack]
    T+43 | SEQ: 55503 | POS:188 | [DEEP_PITY   ] | [goldSack|goldSack|goldSack]
    T+44 | SEQ: 55504 | POS:189 | [R01_COMBO   ] | [accumula|accumula|coin    ]
    T+45 | SEQ: 55505 | POS:190 | [DEEP_PITY   ] | [coin    |steal   |spins   ]
    T+46 | SEQ: 55506 | POS:191 | [DEEP_PITY   ] | [coin    |steal   |spins   ] <--- *SUB-DUP*
    T+47 | SEQ: 55507 | POS:192 | [DEEP_PITY   ] | [coin    |coin    |steal   ]
    T+48 | SEQ: 55508 | POS:193 | [DEEP_PITY   ] | [attack  |attack  |attack  ] <--- MINOR [ATTACK]
    T+49 | SEQ: 55509 | POS:194 | [DEEP_PITY   ] | [accumula|goldSack|goldSack]
    T+50 | SEQ: 55510 | POS:195 | [R01_COMBO   ] | [accumula|goldSack|goldSack] <--- *SUB-DUP*
    T+51 | SEQ: 55511 | POS:196 | [R01_COMBO   ] | [coin    |coin    |coin    ]
    T+52 | SEQ: 55512 | POS:197 | [DEEP_PITY   ] | [attack  |spins   |goldSack]
    T+53 | SEQ: 55513 | POS:198 | [DEEP_PITY   ] | [attack  |spins   |goldSack] <--- *SUB-DUP*
    T+54 | SEQ: 55514 | POS:199 | [DEEP_PITY   ] | [steal   |spins   |goldSack]
    T+55 | SEQ: 55515 | POS:200 | [R01_COMBO   ] | [accumula|goldSack|goldSack]
    T+56 | SEQ: 55516 | POS:201 | [DEEP_PITY   ] | [attack  |attack  |coin    ]
    T+57 | SEQ: 55517 | POS:202 | [DEEP_PITY   ] | [coin    |coin    |steal   ]
    T+58 | SEQ: 55518 | POS:203 | [DEEP_PITY   ] | [shield  |goldSack|goldSack]
    T+59 | SEQ: 55519 | POS:204 | [DEEP_PITY   ] | [coin    |coin    |coin    ]
    T+60 | SEQ: 55520 | POS:205 | [DEEP_PITY   ] | [attack  |coin    |shield  ]
    T+61 | SEQ: 55521 | POS:206 | [DEEP_PITY   ] | [goldSack|goldSack|goldSack]
    T+62 | SEQ: 55522 | POS:207 | [DEEP_PITY   ] | [goldSack|goldSack|goldSack] <--- *SUB-DUP*
    T+63 | SEQ: 55523 | POS:208 | [V5_QUIET    ] | [accumula|goldSack|goldSack]
    T+64 | SEQ: 55524 | POS:209 | [V5_QUIET    ] | [goldSack|goldSack|goldSack]
    T+65 | SEQ: 55525 | POS:210 | [V5_QUIET    ] | [steal   |spins   |goldSack]
    T+66 | SEQ: 55526 | POS:211 | [V5_QUIET    ] | [coin    |coin    |coin    ]
    T+67 | SEQ: 55527 | POS:212 | [V5_QUIET    ] | [accumula|accumula|coin    ]
    T+68 | SEQ: 55528 | POS:213 | [V5_QUIET    ] | [accumula|accumula|coin    ] <--- *SUB-DUP*
    T+69 | SEQ: 55529 | POS:214 | [V5_QUIET    ] | [attack  |coin    |coin    ]
    T+70 | SEQ: 55530 | POS:215 | [V5_QUIET    ] | [attack  |spins   |goldSack]
    T+71 | SEQ: 55531 | POS:216 | [R01_COMBO   ] | [coin    |steal   |spins   ]
    T+72 | SEQ: 55532 | POS:217 | [R01_COMBO   ] | [coin    |coin    |coin    ]
    T+73 | SEQ: 55533 | POS:218 | [DEEP_PITY   ] | [attack  |spins   |goldSack]
    T+74 | SEQ: 55534 | POS:219 | [DEEP_PITY   ] | [steal   |steal   |steal   ] <--- MINOR [STEAL]
    T+75 | SEQ: 55535 | POS:220 | [R01_COMBO   ] | [accumula|accumula|goldSack]
    T+76 | SEQ: 55536 | POS:221 | [R01_COMBO   ] | [steal   |spins   |goldSack]
    T+77 | SEQ: 55537 | POS:222 | [R01_COMBO   ] | [coin    |spins   |spins   ]
    T+78 | SEQ: 55538 | POS:223 | [R01_COMBO   ] | [accumula|goldSack|goldSack]
    T+79 | SEQ: 55539 | POS:224 | [R01_COMBO   ] | [shield  |shield  |shield  ] <--- MINOR [SHIELD]
    T+80 | SEQ: 55540 | POS:225 | [R01_COMBO   ] | [coin    |coin    |steal   ]
    T+81 | SEQ: 55541 | POS:226 | [R01_COMBO   ] | [attack  |spins   |goldSack]
    T+82 | SEQ: 55542 | POS:227 | [R01_COMBO   ] | [shield  |shield  |shield  ] <--- MINOR [SHIELD]
    T+83 | SEQ: 55543 | POS:228 | [R01_COMBO   ] | [attack  |attack  |attack  ] <--- MINOR [ATTACK]
    T+84 | SEQ: 55544 | POS:229 | [R01_COMBO   ] | [accumula|goldSack|goldSack]
    T+85 | SEQ: 55545 | POS:230 | [R01_COMBO   ] | [attack  |spins   |goldSack]
    T+86 | SEQ: 55546 | POS:231 | [R01_COMBO   ] | [steal   |steal   |steal   ] <--- MINOR [STEAL]
    T+87 | SEQ: 55547 | POS:232 | [R01_COMBO   ] | [attack  |attack  |coin    ]
    T+88 | SEQ: 55548 | POS:233 | [DEEP_PITY   ] | [attack  |attack  |attack  ] <--- MINOR [ATTACK]
    T+89 | SEQ: 55549 | POS:234 | [R01_COMBO   ] | [accumula|goldSack|goldSack]
    T+90 | SEQ: 55550 | POS:235 | [R01_COMBO   ] | [attack  |spins   |goldSack]
    T+91 | SEQ: 55551 | POS:236 | [DEEP_PITY   ] | [coin    |coin    |steal   ]
    T+92 | SEQ: 55552 | POS:237 | [DEEP_PITY   ] | [attack  |attack  |attack  ] <--- MINOR [ATTACK]
    T+93 | SEQ: 55553 | POS:238 | [DEEP_PITY   ] | [attack  |attack  |coin    ]
    T+94 | SEQ: 55554 | POS:239 | [R01_COMBO   ] | [accumula|accumula|coin    ]
    T+95 | SEQ: 55555 | POS:240 | [R01_COMBO   ] | [attack  |spins   |goldSack]
    T+96 | SEQ: 55556 | POS:241 | [R01_COMBO   ] | [coin    |coin    |coin    ]
    T+97 | SEQ: 55557 | POS:242 | [R01_COMBO   ] | [shield  |shield  |shield  ] <--- MINOR [SHIELD]
    T+98 | SEQ: 55558 | POS:243 | [DEEP_PITY   ] | [coin    |steal   |steal   ]
    T+99 | SEQ: 55559 | POS:244 | [R01_COMBO   ] | [accumula|goldSack|goldSack]
    T+100 | SEQ: 55560 | POS:245 | [R01_COMBO   ] | [accumula|goldSack|goldSack] <--- *SUB-DUP*
    T+101 | SEQ: 55561 | POS:246 | [R01_COMBO   ] | [coin    |steal   |steal   ]
    T+102 | SEQ: 55562 | POS:247 | [R01_COMBO   ] | [accumula|goldSack|goldSack]
    T+103 | SEQ: 55563 | POS:248 | [R01_COMBO   ] | [coin    |spins   |spins   ]
    T+104 | SEQ: 55564 | POS:249 | [R01_COMBO   ] | [goldSack|goldSack|goldSack]
    T+105 | SEQ: 55565 | POS:250 | [R01_COMBO   ] | [coin    |coin    |coin    ]
    T+106 | SEQ: 55566 | POS:251 | [R01_COMBO   ] | [goldSack|goldSack|goldSack]
    T+107 | SEQ: 55567 | POS:252 | [V5_QUIET    ] | [coin    |coin    |steal   ]
    T+108 | SEQ: 55568 | POS:253 | [V5_QUIET    ] | [accumula|accumula|coin    ]
    T+109 | SEQ: 55569 | POS:254 | [R01_COMBO   ] | [attack  |spins   |goldSack]
    T+110 | SEQ: 55570 | POS:255 | [R01_COMBO   ] | [coin    |shield  |shield  ]
    T+111 | SEQ: 55571 | POS:256 | [R01_COMBO   ] | [accumula|goldSack|goldSack]
    T+112 | SEQ: 55572 | POS:257 | [R01_COMBO   ] | [steal   |steal   |steal   ] <--- MINOR [STEAL]
    T+113 | SEQ: 55573 | POS:258 | [R01_COMBO   ] | [attack  |attack  |attack  ] <--- MINOR [ATTACK]
    T+114 | SEQ: 55574 | POS:259 | [R01_COMBO   ] | [accumula|goldSack|goldSack]
    T+115 | SEQ: 55575 | POS:260 | [R01_COMBO   ] | [accumula|accumula|accumula] <--- 🎯 JACKPOT 🎯
--------------------------------------------------------------------------------------------------------------------------------------------

Gap #096 | CurLen: 103 | Prev1:  97 | Prev2:  79 | Result: MISSED (NAT DUP)
    T-05 | SEQ: 56032 | POS: 89 | [   WAITING  ] | [steal   |steal   |steal   ]
    T-04 | SEQ: 56033 | POS: 90 | [   WAITING  ] | [coin    |coin    |steal   ]
    T-03 | SEQ: 56034 | POS: 91 | [   WAITING  ] | [attack  |shield  |goldSack]
    T-02 | SEQ: 56035 | POS: 92 | [   WAITING  ] | [coin    |spins   |spins   ]
    T-01 | SEQ: 56036 | POS: 93 | [   WAITING  ] | [accumula|accumula|goldSack]
